adduit	-2H+Na+K	59.9378259
adduit	H	1.007825032
adduit	-H+K	37.95588165
adduit	-H+Na	21.98194425
adduit	-3H+3Na	65.94583274
adduit	-4H+4K	151.8235266
adduit	-4H+4Na	87.92777699
adduit	-3H+3K	113.8676449
adduit	-2H+2K	75.9117633
adduit	-2H+2Na	43.9638885
adduit	2H 	2.015650064
adduit	Cl 	34.96885268
adduit	-2H+Ca 	37.94694092
isotope	13C db 	0.501677419
isotope	13C	1.003354838
isotope	15N	0.997034893
isotope	18O	2.00424638
isotope	34S	1.9957959
isotope	41K	1.99811908
isotope	37Cl	1.99704991
isotope	13C2	2.006709676
isotope	13C3	3.010064513
isotope	13C+37Cl	3.000404748
isotope	13C+18O	3.007601218
isotope	13C+34S	2.999150738
isotope	44Ca	3.99289082
adduit	CH3OH	32.02621475
adduit	CH3CN	41.0265491
adduit	H2O	18.01056468
adduit	2(H2O	36.02112937
adduit	NaCl 	57.95862196
adduit	HCOOH	46.0054793
adduit	+(HCOOH)+(HCOOK)	129.9668403
adduit	+(HCOOH)+(HCOONa)	113.9929029
adduit	+(HCOOH)+2(HCOONa)	181.9803264
adduit	HCOOK	83.96136095
adduit	+(HCOOK)+(HCOONa)	151.9487845
adduit	HCOONa	67.98742355
adduit	2(HCOOH)	92.01095861
adduit	+2(HCOOH)+(HCOOK)	175.9723196
adduit	+2(HCOOH)+(HCOONa)	159.9983822
adduit	2(HCOOK)	167.9227219
adduit	2(HCOONa)	135.9748471
fragment	C11H18O9	294.0950822
fragment	C12H16O12	352.064176
fragment	C12H20O9	308.1107322
fragment	C2H2O	42.01056468
fragment	C2H3.	27.0229265
fragment	C2H3N	41.0265491
fragment	C2H3NO3	89.01129296
fragment	C2H3O.	43.01784112
fragment	C2H4	28.03130013
fragment	C2H4N.	42.03382553
fragment	C2H4O	44.02621475
fragment	C2H5.	29.03857656
fragment	C2H5N	43.04219916
fragment	C2H5NO2	75.0320284
fragment	C2H5O.	45.03349118
fragment	C2H5O6P	155.9823745
fragment	C2H6	30.04695019
fragment	C2H7N	45.05784922
fragment	C2HNO2	71.00072827
fragment	C3H4O3	88.01604399
fragment	C3H5.	41.03857656
fragment	C3H5NO2	87.0320284
fragment	-(C3H5O2NS)-(NH3)	136.0306485
fragment	C3H5O2NS	119.0040994
fragment	C3H6	42.04695019
fragment	C3H6O3	90.03169405
fragment	C3H7.	43.05422662
fragment	C3H7O2N	89.04767846
fragment	C3H7O2NS	121.0197495
fragment	C3H7O6P	169.9980246
fragment	C4H6	54.04695019
fragment	C4H6O2	86.03677943
fragment	C4H6O4	118.0266087
fragment	C4H7.	55.05422662
fragment	C4H8O3	104.0473441
fragment	C4H9	57.07042529
fragment	C5H7O3N	129.0425931
fragment	C5H8O3NS	162.0224891
fragment	C5H8O4	132.0422587
fragment	C6H10O4	146.0579088
fragment	-(C6H10O5)-(H2O)	180.0633881
fragment	C6H10O5	162.0528234
fragment	C6H10O7	194.0426527
fragment	C6H8O6	176.032088
fragment	CH2O	30.01056468
fragment	-(CH2S)-(HCOOH)	91.99320037
fragment	-(CH2S)-(NH3)	63.01427016
fragment	CH2S	45.98772106
fragment	CH3.	15.0229265
fragment	CH3COO.	59.01275574
fragment	CH3COOH	60.02112937
fragment	CH3N	29.0265491
fragment	CH3O.	31.01784112
fragment	CH3OH	32.02621475
fragment	CH4	16.03130013
fragment	CH4N.	30.03382553
fragment	-(CH4S)-(HCOOH)	94.00885043
fragment	-(CH4S)-(NH3)	65.02992022
fragment	CH4S	48.00337113
fragment	CH5N	31.04219916
fragment	Cl.	34.96830408
fragment	CO	27.99491462
fragment	-(CO2)-(CO)	71.98474386
fragment	CO2	43.98982924
fragment	-(H2)-(NH3)	19.04219916
fragment	H2	2.015650064
fragment	-(H2O)-(CO2)	62.00039392
fragment	-(H2O)-(HCOOH)	64.01604399
fragment	-(H2O)-(NH3)	35.03711378
fragment	H2O	18.01056468
fragment	-(H2O)-2(CO2)	105.9902232
fragment	-(H2S)-(H2O)	51.99828575
